licenceID,licenceNumber,licensee,channel,frequency,location,gridRefDefault,gridReference,licenceType,status,txrx,suppressed,path,createdAt
413530,409381,SPARK NEW ZEALAND TRADING LIMITED,NA,2137.5,KAIKOHE EXCHANGE P A,LAT_LONG_NZGD2000_D2000,-35.3184671 173.6864363,Other (Spectrum),Current,RX,FALSE,data/page/338ea7998d6a5b860a784f2d932ef798.json,2024-12-04
413530,409381,SPARK NEW ZEALAND TRADING LIMITED,NA,2137.5,KAIKOHE EXCHANGE,LAT_LONG_NZGD2000_D2000,-35.4069386 173.7977716,Other (Spectrum),Current,TX,FALSE,data/page/338ea7998d6a5b860a784f2d932ef798.json,2024-12-04
82777,177646,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.85,MT CARGILL,LAT_LONG_NZGD2000_D2000,-45.8127022 170.5557335,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
82383,177364,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.8,SADDLE HILL,LAT_LONG_NZGD2000_D2000,-41.2752572 173.4322496,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
82383,177364,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.8,AMATEUR MOBILE AREA,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81914,177334,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.9,MT FIELD (NZART SITE),LAT_LONG_NZGD2000_D2000,-40.8511037 175.1057129,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81914,177334,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.9,MT EGMONT(BCL),LAT_LONG_NZGD2000_D2000,-39.2902573 174.0845839,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81901,177331,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.9,MT EGMONT,LAT_LONG_NZGD2000_D2000,-39.2902573 174.0845839,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81901,177331,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.9,AMATEUR MOBILE AREA,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81892,177329,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.925,AMATEUR MOBILE AREA,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81892,177329,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.925,170 HAWTHORNDEN DRIVE ROTORUA,LAT_LONG_NZGD2000_D2000,-38.0935568 176.3558101,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81887,177328,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.85,TAKAURUNGA,LAT_LONG_NZGD2000_D2000,-37.8807069 175.9369097,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81887,177328,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.85,170 HAWTHORNDEN DRIVE ROTORUA,LAT_LONG_NZGD2000_D2000,-38.0935568 176.3558101,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81878,177324,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.975,WHARITE,LAT_LONG_NZGD2000_D2000,-40.2561234 175.8560399,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81878,177324,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.975,AMATEUR MOBILE AREA,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81875,177323,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.9,MT STUDHOLME,LAT_LONG_NZGD2000_D2000,-44.6562757 170.9217468,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81875,177323,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.9,MARLEYS HILL (CHCH AMATEUR RADIO CLUB),LAT_LONG_NZGD2000_D2000,-43.6097769 172.6333240,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81873,177322,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.9,WHARITE,LAT_LONG_NZGD2000_D2000,-40.2561234 175.8560399,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81873,177322,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.9,MT EGMONT,LAT_LONG_NZGD2000_D2000,-39.2902573 174.0845839,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81870,177321,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.875,MARLEYS HILL (CHCH AMATEUR RADIO CLUB),LAT_LONG_NZGD2000_D2000,-43.6097769 172.6333240,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81870,177321,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.875,AMATEUR MOBILE AREA,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81867,177320,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.85,MARLEYS HILL (CHCH AMATEUR RADIO CLUB),LAT_LONG_NZGD2000_D2000,-43.6097769 172.6333240,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81867,177320,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.85,AMATEUR MOBILE AREA,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81865,177319,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.85,WHARITE,LAT_LONG_NZGD2000_D2000,-40.2561234 175.8560399,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81865,177319,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.85,MT ERIN,LAT_LONG_NZGD2000_D2000,-39.7408174 176.8409009,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81863,177318,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.9,MT STUDHOLME,LAT_LONG_NZGD2000_D2000,-44.6562757 170.9217468,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81863,177318,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.9,AMATEUR MOBILE AREA,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81697,177306,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.85,MT ERIN,LAT_LONG_NZGD2000_D2000,-39.7408174 176.8409009,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81697,177306,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.85,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81694,177305,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.9,MT STUDHOLME,LAT_LONG_NZGD2000_D2000,-44.6562757 170.9217468,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81694,177305,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.9,MT CARGILL,LAT_LONG_NZGD2000_D2000,-45.8127022 170.5557335,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81692,177304,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.925,MT CARGILL,LAT_LONG_NZGD2000_D2000,-45.8127022 170.5557335,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81692,177304,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.925,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81689,177303,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.95,PILBROW HILL,LAT_LONG_NZGD2000_D2000,-36.0676266 174.4178089,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81689,177303,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.95,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81687,177302,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.925,PARAHAKI,LAT_LONG_NZGD2000_D2000,-35.7126881 174.3386019,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81687,177302,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.925,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81685,177301,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.95,PILBROW HILL,LAT_LONG_NZGD2000_D2000,-36.0676266 174.4178089,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81685,177301,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.95,PARAHAKI,LAT_LONG_NZGD2000_D2000,-35.7126881 174.3386019,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81683,177300,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.9,RANGIAWHIA RANGE,LAT_LONG_NZGD2000_D2000,-34.8670973 173.3902719,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81683,177300,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.9,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81681,177299,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.975,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81681,177299,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.975,MANGINANGINA,LAT_LONG_NZGD2000_D2000,-35.2093062 173.8070570,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81679,177298,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.9,RANGIAWHIA RANGE,LAT_LONG_NZGD2000_D2000,-34.8670973 173.3902719,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81679,177298,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.9,MANGINANGINA,LAT_LONG_NZGD2000_D2000,-35.2093062 173.8070570,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81676,177295,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.95,PILBROW HILL,LAT_LONG_NZGD2000_D2000,-36.0676266 174.4178089,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81676,177295,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.95,MANGINANGINA,LAT_LONG_NZGD2000_D2000,-35.2093062 173.8070570,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81674,177240,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.9,MT EGMONT(BCNZ),LAT_LONG_NZGD2000_D2000,-39.2902573 174.0845839,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81674,177240,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.9,MT BELMONT,LAT_LONG_NZGD2000_D2000,-41.1794701 174.8723098,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81672,177239,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.875,MT BELMONT,LAT_LONG_NZGD2000_D2000,-41.1794701 174.8723098,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81672,177239,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.875,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81670,177238,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.85,MT BELMONT,LAT_LONG_NZGD2000_D2000,-41.1794701 174.8723098,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81670,177238,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.85,BLUE DUCK,LAT_LONG_NZGD2000_D2000,-42.2035333 173.7895365,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81668,177235,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.8,MT BELMONT,LAT_LONG_NZGD2000_D2000,-41.1794701 174.8723098,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81668,177235,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.8,AMATEUR MOBILE AREA,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81664,177233,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.85,TAKAURUNGA,LAT_LONG_NZGD2000_D2000,-37.8807069 175.9369097,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81664,177233,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.85,HAMILTON,LAT_LONG_NZGD2000_D2000,-37.8324765 175.3029330,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81662,177232,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.975,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81662,177232,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,439.975,HAMILTON,LAT_LONG_NZGD2000_D2000,-37.8324765 175.3029330,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81656,177228,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.85,TAKAURUNGA,LAT_LONG_NZGD2000_D2000,-37.8807069 175.9369097,Amateur Repeater,Current,TX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
81656,177228,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,NA,434.85,KLONDYKE ROAD (NZART),LAT_LONG_NZGD2000_D2000,-37.3555419 174.8088699,Amateur Repeater,Current,RX,FALSE,data/page/35565b9d3f5f8583a58607834aaf058f.json,2024-12-04
421635,NA,Downer New Zealand Limited,NA,918,"29 CASWELL RD, TE ANAU (DOWNER DEPOT)",LAT_LONG_NZGD2000_D2000,-45.4125329 167.7313813,Land Simplex,Planned,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421631,NA,Downer New Zealand Limited,NA,924.5,FIVE MILE,LAT_LONG_NZGD2000_D2000,-44.9035735 167.8741361,Fixed < 1GHz; BW >50kHz (Bi-directional),Planned,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421631,NA,Downer New Zealand Limited,NA,924.5,"29 CASWELL RD, TE ANAU (DOWNER DEPOT)",LAT_LONG_NZGD2000_D2000,-45.4125329 167.7313813,Fixed < 1GHz; BW >50kHz (Bi-directional),Planned,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421629,NA,Downer New Zealand Limited,NA,924.5,TRIG GS,LAT_LONG_NZGD2000_D2000,-45.4139043 167.8103846,Fixed < 1GHz; BW >50kHz (Bi-directional),Planned,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421629,NA,Downer New Zealand Limited,NA,924.5,CONSOLATION PEAK,LAT_LONG_NZGD2000_D2000,-44.8459723 168.0780444,Fixed < 1GHz; BW >50kHz (Bi-directional),Planned,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421617,416292,TWO DEGREES NETWORKS LIMITED,80G1A#,82250,MNW-041-024_Pahiatua_Exchange,LAT_LONG_NZGD2000_D2000,-40.4533274 175.8398369,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421617,416292,TWO DEGREES NETWORKS LIMITED,80G1A#,82250,(MNW-041-005-A)[PITA]_PAHIATUA,LAT_LONG_NZGD2000_D2000,-40.4247260 175.8519785,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421616,416291,TWO DEGREES NETWORKS LIMITED,80G1A,72250,MNW-041-024_Pahiatua_Exchange,LAT_LONG_NZGD2000_D2000,-40.4533274 175.8398369,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421616,416291,TWO DEGREES NETWORKS LIMITED,80G1A,72250,(MNW-041-005-A)[PITA]_PAHIATUA,LAT_LONG_NZGD2000_D2000,-40.4247260 175.8519785,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421615,416290,TWO DEGREES NETWORKS LIMITED,18G8A#,19590,MNW-041-024_Pahiatua_Exchange,LAT_LONG_NZGD2000_D2000,-40.4533274 175.8398369,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421615,416290,TWO DEGREES NETWORKS LIMITED,18G8A#,19590,(MNW-041-005-A)[PITA]_PAHIATUA,LAT_LONG_NZGD2000_D2000,-40.4247260 175.8519785,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421614,416289,TWO DEGREES NETWORKS LIMITED,18G8A,18580,MNW-041-024_Pahiatua_Exchange,LAT_LONG_NZGD2000_D2000,-40.4533274 175.8398369,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421614,416289,TWO DEGREES NETWORKS LIMITED,18G8A,18580,(MNW-041-005-A)[PITA]_PAHIATUA,LAT_LONG_NZGD2000_D2000,-40.4247260 175.8519785,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421609,416267,TWO DEGREES NETWORKS LIMITED,11G4W,10995,(OTG-069-004-A)[SPRV]_SPRINGVALE,LAT_LONG_NZGD2000_D2000,-45.2315676 169.4154139,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421609,416267,TWO DEGREES NETWORKS LIMITED,11G4W,10995,(OTG-069-003-A)[CLYD]_CLYDE,LAT_LONG_NZGD2000_D2000,-45.1864750 169.3004050,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421608,416265,TWO DEGREES NETWORKS LIMITED,11G4W#,11525,(OTG-069-004-A)[SPRV]_SPRINGVALE,LAT_LONG_NZGD2000_D2000,-45.2315676 169.4154139,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421608,416265,TWO DEGREES NETWORKS LIMITED,11G4W#,11525,(OTG-069-003-A)[CLYD]_CLYDE,LAT_LONG_NZGD2000_D2000,-45.1864750 169.3004050,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421607,416268,TWO DEGREES NETWORKS LIMITED,11G3W,10915,(OTG-069-004-A)[SPRV]_SPRINGVALE,LAT_LONG_NZGD2000_D2000,-45.2315676 169.4154139,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421607,416268,TWO DEGREES NETWORKS LIMITED,11G3W,10915,(OTG-069-003-A)[CLYD]_CLYDE,LAT_LONG_NZGD2000_D2000,-45.1864750 169.3004050,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421606,416266,TWO DEGREES NETWORKS LIMITED,11G3W#,11445,(OTG-069-004-A)[SPRV]_SPRINGVALE,LAT_LONG_NZGD2000_D2000,-45.2315676 169.4154139,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421606,416266,TWO DEGREES NETWORKS LIMITED,11G3W#,11445,(OTG-069-003-A)[CLYD]_CLYDE,LAT_LONG_NZGD2000_D2000,-45.1864750 169.3004050,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421587,NA,WIRELESS RENTALS LIMITED,FN202#,474.5188,SKY CITY TOWER,LAT_LONG_NZGD2000_D2000,-36.8483518 174.7616730,Land Mobile - Mobile Transmit,Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421587,NA,WIRELESS RENTALS LIMITED,FN202#,474.5188,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Mobile - Mobile Transmit,Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421580,416254,WIRELESS RENTALS LIMITED,FN202,480.5063,SKY CITY TOWER,LAT_LONG_NZGD2000_D2000,-36.8483518 174.7616730,Land Repeater,Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421580,416254,WIRELESS RENTALS LIMITED,FN202,480.5063,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421579,416283,TWO DEGREES NETWORKS LIMITED,11G5W#,11605,(CAN-059-014-A)[CUST]_CUST,LAT_LONG_NZGD2000_D2000,-43.2747110 172.3450896,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421579,416283,TWO DEGREES NETWORKS LIMITED,11G5W#,11605,(CAN-059-001-A)[OXFO]_OXFORD,LAT_LONG_NZGD2000_D2000,-43.2731807 172.1766359,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421578,416282,TWO DEGREES NETWORKS LIMITED,11G5W,11075,(CAN-059-014-A)[CUST]_CUST,LAT_LONG_NZGD2000_D2000,-43.2747110 172.3450896,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421578,416282,TWO DEGREES NETWORKS LIMITED,11G5W,11075,(CAN-059-001-A)[OXFO]_OXFORD,LAT_LONG_NZGD2000_D2000,-43.2731807 172.1766359,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421577,416284,TWO DEGREES NETWORKS LIMITED,11G4W#,11525,(CAN-059-014-A)[CUST]_CUST,LAT_LONG_NZGD2000_D2000,-43.2747110 172.3450896,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421577,416284,TWO DEGREES NETWORKS LIMITED,11G4W#,11525,(CAN-059-001-A)[OXFO]_OXFORD,LAT_LONG_NZGD2000_D2000,-43.2731807 172.1766359,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421576,416281,TWO DEGREES NETWORKS LIMITED,11G4W,10995,(CAN-059-014-A)[CUST]_CUST,LAT_LONG_NZGD2000_D2000,-43.2747110 172.3450896,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421576,416281,TWO DEGREES NETWORKS LIMITED,11G4W,10995,(CAN-059-001-A)[OXFO]_OXFORD,LAT_LONG_NZGD2000_D2000,-43.2731807 172.1766359,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421569,416263,TWO DEGREES NETWORKS LIMITED,11G5W#,11605,Te Kauwhata Straights (WKT-013-004),LAT_LONG_NZGD2000_D2000,-37.4142170 175.1309000,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
421569,416263,TWO DEGREES NETWORKS LIMITED,11G5W#,11605,"747-763 RUTHERFORD RD, TAUPIRI HUNTLY EAST ( WKT-013-006-A )",LAT_LONG_NZGD2000_D2000,-37.5157989 175.2253265,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/377f95d0952531a4c59902cdb4ded104.json,2024-12-04
